Country,Company Industry,Gender,Age Range,Job seniority,Company Size,Count
IND,IT,Female,35 to 54,Manager,"10,001+ employees",20000
IND,IT,Female,35 to 54,Manager,"5001-10,000 employees",2000
IND,IT,Female,35 to 54,Manager,1001-5000 employees,4500
IND,IT,Female,35 to 54,Manager,501-1000 employees,1600
IND,IT,Female,35 to 54,Manager,201-500 employees,2200
IND,IT,Female,35 to 54,Manager,51-200 employees,2700
IND,IT,Female,35 to 54,Manager,11-50 employees,2300
IND,IT,Female,35 to 54,Manager,2-10 employees,940
IND,IT,Female,35 to 54,Manager,Myself Only,0
IND,IT,Female,35 to 54,Senior,"10,001+ employees",100000
IND,IT,Female,35 to 54,Senior,"5001-10,000 employees",9600
IND,IT,Female,35 to 54,Senior,1001-5000 employees,20000
IND,IT,Female,35 to 54,Senior,501-1000 employees,8000
IND,IT,Female,35 to 54,Senior,201-500 employees,12000
IND,IT,Female,35 to 54,Senior,51-200 employees,15000
IND,IT,Female,35 to 54,Senior,11-50 employees,11000
IND,IT,Female,35 to 54,Senior,2-10 employees,3900
IND,IT,Female,35 to 54,Senior,Myself Only,650
IND,IT,Female,35 to 54,Entry,"10,001+ employees",62000
IND,IT,Female,35 to 54,Entry,"5001-10,000 employees",4600
IND,IT,Female,35 to 54,Entry,1001-5000 employees,9500
IND,IT,Female,35 to 54,Entry,501-1000 employees,4100
IND,IT,Female,35 to 54,Entry,201-500 employees,6400
IND,IT,Female,35 to 54,Entry,51-200 employees,8900
IND,IT,Female,35 to 54,Entry,11-50 employees,7600
IND,IT,Female,35 to 54,Entry,2-10 employees,3000
IND,IT,Female,35 to 54,Entry,Myself Only,650
IND,IT,Female,35 to 54,Training,"10,001+ employees",2300
IND,IT,Female,35 to 54,Training,"5001-10,000 employees",0
IND,IT,Female,35 to 54,Training,1001-5000 employees,440
IND,IT,Female,35 to 54,Training,501-1000 employees,0
IND,IT,Female,35 to 54,Training,201-500 employees,0
IND,IT,Female,35 to 54,Training,51-200 employees,480
IND,IT,Female,35 to 54,Training,11-50 employees,510
IND,IT,Female,35 to 54,Training,2-10 employees,0
IND,IT,Female,35 to 54,Training,Myself Only,0
IND,IT,Female,35 to 54,Unpaid,"10,001+ employees",0
IND,IT,Female,35 to 54,Unpaid,"5001-10,000 employees",0
IND,IT,Female,35 to 54,Unpaid,1001-5000 employees,0
IND,IT,Female,35 to 54,Unpaid,501-1000 employees,0
IND,IT,Female,35 to 54,Unpaid,201-500 employees,0
IND,IT,Female,35 to 54,Unpaid,51-200 employees,0
IND,IT,Female,35 to 54,Unpaid,11-50 employees,0
IND,IT,Female,35 to 54,Unpaid,2-10 employees,0
IND,IT,Female,35 to 54,Unpaid,Myself Only,0
IND,IT,Female,25 to 34,Owner,"10,001+ employees",1200
IND,IT,Female,25 to 34,Owner,"5001-10,000 employees",0
IND,IT,Female,25 to 34,Owner,1001-5000 employees,440
IND,IT,Female,25 to 34,Owner,501-1000 employees,300
IND,IT,Female,25 to 34,Owner,201-500 employees,630
IND,IT,Female,25 to 34,Owner,51-200 employees,1300
IND,IT,Female,25 to 34,Owner,11-50 employees,2900
IND,IT,Female,25 to 34,Owner,2-10 employees,3100
IND,IT,Female,25 to 34,Owner,Myself Only,0
IND,IT,Female,25 to 34,Partner,"10,001+ employees",0
IND,IT,Female,25 to 34,Partner,"5001-10,000 employees",0
IND,IT,Female,25 to 34,Partner,1001-5000 employees,0
IND,IT,Female,25 to 34,Partner,501-1000 employees,0
IND,IT,Female,25 to 34,Partner,201-500 employees,0
IND,IT,Female,25 to 34,Partner,51-200 employees,0
IND,IT,Female,25 to 34,Partner,11-50 employees,0
IND,IT,Female,25 to 34,Partner,2-10 employees,0
IND,IT,Female,25 to 34,Partner,Myself Only,0
IND,IT,Female,25 to 34,CXO,"10,001+ employees",1200
IND,IT,Female,25 to 34,CXO,"5001-10,000 employees",0
IND,IT,Female,25 to 34,CXO,1001-5000 employees,0
IND,IT,Female,25 to 34,CXO,501-1000 employees,0
IND,IT,Female,25 to 34,CXO,201-500 employees,0
IND,IT,Female,25 to 34,CXO,51-200 employees,670
IND,IT,Female,25 to 34,CXO,11-50 employees,1400
IND,IT,Female,25 to 34,CXO,2-10 employees,1000
IND,IT,Female,25 to 34,CXO,Myself Only,0
IND,IT,Female,25 to 34,VP,"10,001+ employees",9200
IND,IT,Female,25 to 34,VP,"5001-10,000 employees",1000
IND,IT,Female,25 to 34,VP,1001-5000 employees,3200
IND,IT,Female,25 to 34,VP,501-1000 employees,1100
IND,IT,Female,25 to 34,VP,201-500 employees,1500
IND,IT,Female,25 to 34,VP,51-200 employees,2600
IND,IT,Female,25 to 34,VP,11-50 employees,3300
IND,IT,Female,25 to 34,VP,2-10 employees,1600
IND,IT,Female,25 to 34,VP,Myself Only,0
IND,IT,Female,25 to 34,Director,"10,001+ employees",3100
IND,IT,Female,25 to 34,Director,"5001-10,000 employees",400
IND,IT,Female,25 to 34,Director,1001-5000 employees,1100
IND,IT,Female,25 to 34,Director,501-1000 employees,650
IND,IT,Female,25 to 34,Director,201-500 employees,1100
IND,IT,Female,25 to 34,Director,51-200 employees,2400
IND,IT,Female,25 to 34,Director,11-50 employees,3500
IND,IT,Female,25 to 34,Director,2-10 employees,2000
IND,IT,Female,25 to 34,Director,Myself Only,0
IND,IT,Female,25 to 34,Manager,"10,001+ employees",19000
IND,IT,Female,25 to 34,Manager,"5001-10,000 employees",1800
IND,IT,Female,25 to 34,Manager,1001-5000 employees,4900
IND,IT,Female,25 to 34,Manager,501-1000 employees,2100
IND,IT,Female,25 to 34,Manager,201-500 employees,3000
IND,IT,Female,25 to 34,Manager,51-200 employees,5000
IND,IT,Female,25 to 34,Manager,11-50 employees,5500
IND,IT,Female,25 to 34,Manager,2-10 employees,2800
IND,IT,Female,25 to 34,Manager,Myself Only,440
IND,IT,Female,25 to 34,Senior,"10,001+ employees",260000
IND,IT,Female,25 to 34,Senior,"5001-10,000 employees",21000
IND,IT,Female,25 to 34,Senior,1001-5000 employees,52000
IND,IT,Female,25 to 34,Senior,501-1000 employees,24000
IND,IT,Female,25 to 34,Senior,201-500 employees,37000
IND,IT,Female,25 to 34,Senior,51-200 employees,57000
IND,IT,Female,25 to 34,Senior,11-50 employees,51000
IND,IT,Female,25 to 34,Senior,2-10 employees,19000
IND,IT,Female,25 to 34,Senior,Myself Only,3100
IND,IT,Female,25 to 34,Entry,"10,001+ employees",320000
IND,IT,Female,25 to 34,Entry,"5001-10,000 employees",20000
IND,IT,Female,25 to 34,Entry,1001-5000 employees,49000
IND,IT,Female,25 to 34,Entry,501-1000 employees,26000
IND,IT,Female,25 to 34,Entry,201-500 employees,40000
IND,IT,Female,25 to 34,Entry,51-200 employees,68000
IND,IT,Female,25 to 34,Entry,11-50 employees,68000
IND,IT,Female,25 to 34,Entry,2-10 employees,27000
IND,IT,Female,25 to 34,Entry,Myself Only,8000
IND,IT,Female,25 to 34,Training,"10,001+ employees",19000
IND,IT,Female,25 to 34,Training,"5001-10,000 employees",980
IND,IT,Female,25 to 34,Training,1001-5000 employees,2800
IND,IT,Female,25 to 34,Training,501-1000 employees,1700
IND,IT,Female,25 to 34,Training,201-500 employees,2400
IND,IT,Female,25 to 34,Training,51-200 employees,4300
IND,IT,Female,25 to 34,Training,11-50 employees,4400
IND,IT,Female,25 to 34,Training,2-10 employees,2500
IND,IT,Female,25 to 34,Training,Myself Only,1200
IND,IT,Female,25 to 34,Unpaid,"10,001+ employees",770
IND,IT,Female,25 to 34,Unpaid,"5001-10,000 employees",0
IND,IT,Female,25 to 34,Unpaid,1001-5000 employees,0
IND,IT,Female,25 to 34,Unpaid,501-1000 employees,0
IND,IT,Female,25 to 34,Unpaid,201-500 employees,0
IND,IT,Female,25 to 34,Unpaid,51-200 employees,0
IND,IT,Female,25 to 34,Unpaid,11-50 employees,0
IND,IT,Female,25 to 34,Unpaid,2-10 employees,650
IND,IT,Female,25 to 34,Unpaid,Myself Only,530
IND,IT,Female,18 to 24,Owner,"10,001+ employees",680
IND,IT,Female,18 to 24,Owner,"5001-10,000 employees",0
IND,IT,Female,18 to 24,Owner,1001-5000 employees,0
IND,IT,Female,18 to 24,Owner,501-1000 employees,0
IND,IT,Female,18 to 24,Owner,201-500 employees,0
IND,IT,Female,18 to 24,Owner,51-200 employees,340
IND,IT,Female,18 to 24,Owner,11-50 employees,640
IND,IT,Female,18 to 24,Owner,2-10 employees,790
IND,IT,Female,18 to 24,Owner,Myself Only,0
IND,IT,Female,18 to 24,Partner,"10,001+ employees",0
IND,IT,Female,18 to 24,Partner,"5001-10,000 employees",0
IND,IT,Female,18 to 24,Partner,1001-5000 employees,0
IND,IT,Female,18 to 24,Partner,501-1000 employees,0
IND,IT,Female,18 to 24,Partner,201-500 employees,0
IND,IT,Female,18 to 24,Partner,51-200 employees,0
IND,IT,Female,18 to 24,Partner,11-50 employees,0
IND,IT,Female,18 to 24,Partner,2-10 employees,0
IND,IT,Female,18 to 24,Partner,Myself Only,0
IND,IT,Female,18 to 24,CXO,"10,001+ employees",510
IND,IT,Female,18 to 24,CXO,"5001-10,000 employees",0
IND,IT,Female,18 to 24,CXO,1001-5000 employees,0
IND,IT,Female,18 to 24,CXO,501-1000 employees,0
IND,IT,Female,18 to 24,CXO,201-500 employees,0
IND,IT,Female,18 to 24,CXO,51-200 employees,0
IND,IT,Female,18 to 24,CXO,11-50 employees,350
IND,IT,Female,18 to 24,CXO,2-10 employees,0
IND,IT,Female,18 to 24,CXO,Myself Only,0
IND,IT,Female,18 to 24,VP,"10,001+ employees",1600
IND,IT,Female,18 to 24,VP,"5001-10,000 employees",0
IND,IT,Female,18 to 24,VP,1001-5000 employees,630
IND,IT,Female,18 to 24,VP,501-1000 employees,0
IND,IT,Female,18 to 24,VP,201-500 employees,0
IND,IT,Female,18 to 24,VP,51-200 employees,580
IND,IT,Female,18 to 24,VP,11-50 employees,570
IND,IT,Female,18 to 24,VP,2-10 employees,0
IND,IT,Female,18 to 24,VP,Myself Only,0
IND,IT,Female,18 to 24,Director,"10,001+ employees",1100
IND,IT,Female,18 to 24,Director,"5001-10,000 employees",0
IND,IT,Female,18 to 24,Director,1001-5000 employees,0
IND,IT,Female,18 to 24,Director,501-1000 employees,0
IND,IT,Female,18 to 24,Director,201-500 employees,0
IND,IT,Female,18 to 24,Director,51-200 employees,700
IND,IT,Female,18 to 24,Director,11-50 employees,1000
IND,IT,Female,18 to 24,Director,2-10 employees,610
IND,IT,Female,18 to 24,Director,Myself Only,0
IND,IT,Female,18 to 24,Manager,"10,001+ employees",4400
IND,IT,Female,18 to 24,Manager,"5001-10,000 employees",300
IND,IT,Female,18 to 24,Manager,1001-5000 employees,870
IND,IT,Female,18 to 24,Manager,501-1000 employees,370
IND,IT,Female,18 to 24,Manager,201-500 employees,570
IND,IT,Female,18 to 24,Manager,51-200 employees,950
IND,IT,Female,18 to 24,Manager,11-50 employees,1300
IND,IT,Female,18 to 24,Manager,2-10 employees,850
IND,IT,Female,18 to 24,Manager,Myself Only,0
IND,IT,Female,18 to 24,Senior,"10,001+ employees",45000
IND,IT,Female,18 to 24,Senior,"5001-10,000 employees",2700
IND,IT,Female,18 to 24,Senior,1001-5000 employees,8600
IND,IT,Female,18 to 24,Senior,501-1000 employees,5100
IND,IT,Female,18 to 24,Senior,201-500 employees,7200
IND,IT,Female,18 to 24,Senior,51-200 employees,12000
IND,IT,Female,18 to 24,Senior,11-50 employees,13000
IND,IT,Female,18 to 24,Senior,2-10 employees,6000
IND,IT,Female,18 to 24,Senior,Myself Only,760
IND,IT,Female,18 to 24,Entry,"10,001+ employees",99000
IND,IT,Female,18 to 24,Entry,"5001-10,000 employees",5400
IND,IT,Female,18 to 24,Entry,1001-5000 employees,15000
IND,IT,Female,18 to 24,Entry,501-1000 employees,8000
IND,IT,Female,18 to 24,Entry,201-500 employees,11000
IND,IT,Female,18 to 24,Entry,51-200 employees,20000
IND,IT,Female,18 to 24,Entry,11-50 employees,22000
IND,IT,Female,18 to 24,Entry,2-10 employees,12000
IND,IT,Female,18 to 24,Entry,Myself Only,2700
IND,IT,Female,18 to 24,Training,"10,001+ employees",14000
IND,IT,Female,18 to 24,Training,"5001-10,000 employees",770
IND,IT,Female,18 to 24,Training,1001-5000 employees,2300
IND,IT,Female,18 to 24,Training,501-1000 employees,2000
IND,IT,Female,18 to 24,Training,201-500 employees,1800
IND,IT,Female,18 to 24,Training,51-200 employees,3600
IND,IT,Female,18 to 24,Training,11-50 employees,4000
IND,IT,Female,18 to 24,Training,2-10 employees,2200
IND,IT,Female,18 to 24,Training,Myself Only,1700
IND,IT,Female,18 to 24,Unpaid,"10,001+ employees",1200
IND,IT,Female,18 to 24,Unpaid,"5001-10,000 employees",0
IND,IT,Female,18 to 24,Unpaid,1001-5000 employees,0
IND,IT,Female,18 to 24,Unpaid,501-1000 employees,0
IND,IT,Female,18 to 24,Unpaid,201-500 employees,0
IND,IT,Female,18 to 24,Unpaid,51-200 employees,0
IND,IT,Female,18 to 24,Unpaid,11-50 employees,0
IND,IT,Female,18 to 24,Unpaid,2-10 employees,770
IND,IT,Female,18 to 24,Unpaid,Myself Only,670
