,Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
220,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,Any Company Size,8100000
221,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,"10,001+ employees",1900000
222,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,"5001-10,000 employees",330000
223,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,1001-5000 employees,680000
224,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,501-1000 employees,300000
225,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,201-500 employees,400000
226,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,51-200 employees,520000
227,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,11-50 employees,460000
228,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,2-10 employees,260000
229,IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,Myself Only,50000
230,IND,Any Gender,Any Company Industry,35 to 54,Owner,Any Company Size,430000
231,IND,Any Gender,Any Company Industry,35 to 54,Owner,"10,001+ employees",9900
232,IND,Any Gender,Any Company Industry,35 to 54,Owner,"5001-10,000 employees",2800
233,IND,Any Gender,Any Company Industry,35 to 54,Owner,1001-5000 employees,7700
234,IND,Any Gender,Any Company Industry,35 to 54,Owner,501-1000 employees,5800
235,IND,Any Gender,Any Company Industry,35 to 54,Owner,201-500 employees,15000
236,IND,Any Gender,Any Company Industry,35 to 54,Owner,51-200 employees,33000
237,IND,Any Gender,Any Company Industry,35 to 54,Owner,11-50 employees,62000
238,IND,Any Gender,Any Company Industry,35 to 54,Owner,2-10 employees,62000
239,IND,Any Gender,Any Company Industry,35 to 54,Owner,Myself Only,5000
240,IND,Any Gender,Any Company Industry,35 to 54,Partner,Any Company Size,79000
241,IND,Any Gender,Any Company Industry,35 to 54,Partner,"10,001+ employees",3800
242,IND,Any Gender,Any Company Industry,35 to 54,Partner,"5001-10,000 employees",1100
243,IND,Any Gender,Any Company Industry,35 to 54,Partner,1001-5000 employees,2600
244,IND,Any Gender,Any Company Industry,35 to 54,Partner,501-1000 employees,2100
245,IND,Any Gender,Any Company Industry,35 to 54,Partner,201-500 employees,4400
246,IND,Any Gender,Any Company Industry,35 to 54,Partner,51-200 employees,8500
247,IND,Any Gender,Any Company Industry,35 to 54,Partner,11-50 employees,14000
248,IND,Any Gender,Any Company Industry,35 to 54,Partner,2-10 employees,11000
249,IND,Any Gender,Any Company Industry,35 to 54,Partner,Myself Only,710
250,IND,Any Gender,Any Company Industry,35 to 54,CXO,Any Company Size,150000
251,IND,Any Gender,Any Company Industry,35 to 54,CXO,"10,001+ employees",10000
252,IND,Any Gender,Any Company Industry,35 to 54,CXO,"5001-10,000 employees",3200
253,IND,Any Gender,Any Company Industry,35 to 54,CXO,1001-5000 employees,8200
254,IND,Any Gender,Any Company Industry,35 to 54,CXO,501-1000 employees,5300
255,IND,Any Gender,Any Company Industry,35 to 54,CXO,201-500 employees,9600
256,IND,Any Gender,Any Company Industry,35 to 54,CXO,51-200 employees,18000
257,IND,Any Gender,Any Company Industry,35 to 54,CXO,11-50 employees,28000
258,IND,Any Gender,Any Company Industry,35 to 54,CXO,2-10 employees,19000
259,IND,Any Gender,Any Company Industry,35 to 54,CXO,Myself Only,1200
260,IND,Any Gender,Any Company Industry,35 to 54,VP,Any Company Size,350000
261,IND,Any Gender,Any Company Industry,35 to 54,VP,"10,001+ employees",77000
262,IND,Any Gender,Any Company Industry,35 to 54,VP,"5001-10,000 employees",17000
263,IND,Any Gender,Any Company Industry,35 to 54,VP,1001-5000 employees,37000
264,IND,Any Gender,Any Company Industry,35 to 54,VP,501-1000 employees,18000
265,IND,Any Gender,Any Company Industry,35 to 54,VP,201-500 employees,24000
266,IND,Any Gender,Any Company Industry,35 to 54,VP,51-200 employees,33000
267,IND,Any Gender,Any Company Industry,35 to 54,VP,11-50 employees,34000
268,IND,Any Gender,Any Company Industry,35 to 54,VP,2-10 employees,18000
269,IND,Any Gender,Any Company Industry,35 to 54,VP,Myself Only,2300
270,IND,Any Gender,Any Company Industry,35 to 54,Director,Any Company Size,550000
271,IND,Any Gender,Any Company Industry,35 to 54,Director,"10,001+ employees",110000
272,IND,Any Gender,Any Company Industry,35 to 54,Director,"5001-10,000 employees",25000
273,IND,Any Gender,Any Company Industry,35 to 54,Director,1001-5000 employees,52000
274,IND,Any Gender,Any Company Industry,35 to 54,Director,501-1000 employees,26000
275,IND,Any Gender,Any Company Industry,35 to 54,Director,201-500 employees,37000
276,IND,Any Gender,Any Company Industry,35 to 54,Director,51-200 employees,54000
277,IND,Any Gender,Any Company Industry,35 to 54,Director,11-50 employees,60000
278,IND,Any Gender,Any Company Industry,35 to 54,Director,2-10 employees,36000
279,IND,Any Gender,Any Company Industry,35 to 54,Director,Myself Only,3700
280,IND,Any Gender,Any Company Industry,35 to 54,Manager,Any Company Size,960000
281,IND,Any Gender,Any Company Industry,35 to 54,Manager,"10,001+ employees",340000
282,IND,Any Gender,Any Company Industry,35 to 54,Manager,"5001-10,000 employees",68000
283,IND,Any Gender,Any Company Industry,35 to 54,Manager,1001-5000 employees,130000
284,IND,Any Gender,Any Company Industry,35 to 54,Manager,501-1000 employees,55000
285,IND,Any Gender,Any Company Industry,35 to 54,Manager,201-500 employees,62000
286,IND,Any Gender,Any Company Industry,35 to 54,Manager,51-200 employees,71000
287,IND,Any Gender,Any Company Industry,35 to 54,Manager,11-50 employees,49000
288,IND,Any Gender,Any Company Industry,35 to 54,Manager,2-10 employees,24000
289,IND,Any Gender,Any Company Industry,35 to 54,Manager,Myself Only,5300
290,IND,Any Gender,Any Company Industry,35 to 54,Senior,Any Company Size,2500000
291,IND,Any Gender,Any Company Industry,35 to 54,Senior,"10,001+ employees",850000
292,IND,Any Gender,Any Company Industry,35 to 54,Senior,"5001-10,000 employees",140000
293,IND,Any Gender,Any Company Industry,35 to 54,Senior,1001-5000 employees,280000
294,IND,Any Gender,Any Company Industry,35 to 54,Senior,501-1000 employees,130000
295,IND,Any Gender,Any Company Industry,35 to 54,Senior,201-500 employees,160000
296,IND,Any Gender,Any Company Industry,35 to 54,Senior,51-200 employees,190000
297,IND,Any Gender,Any Company Industry,35 to 54,Senior,11-50 employees,140000
298,IND,Any Gender,Any Company Industry,35 to 54,Senior,2-10 employees,65000
299,IND,Any Gender,Any Company Industry,35 to 54,Senior,Myself Only,17000
300,IND,Any Gender,Any Company Industry,35 to 54,Entry,Any Company Size,1600000
301,IND,Any Gender,Any Company Industry,35 to 54,Entry,"10,001+ employees",450000
302,IND,Any Gender,Any Company Industry,35 to 54,Entry,"5001-10,000 employees",69000
303,IND,Any Gender,Any Company Industry,35 to 54,Entry,1001-5000 employees,140000
304,IND,Any Gender,Any Company Industry,35 to 54,Entry,501-1000 employees,63000
