0,1,2,3,4,5,6
IND,Any Gender,Any Company Industry,55+,Unpaid,501-1000 employees,0
IND,Any Gender,Any Company Industry,55+,Unpaid,201-500 employees,0
IND,Any Gender,Any Company Industry,55+,Unpaid,51-200 employees,0
IND,Any Gender,Any Company Industry,55+,Unpaid,11-50 employees,0
IND,Any Gender,Any Company Industry,55+,Unpaid,2-10 employees,0
IND,Any Gender,Any Company Industry,55+,Unpaid,Myself Only,0
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,Any Company Size,8100000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,"10,001+ employees",1900000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,"5001-10,000 employees",330000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,1001-5000 employees,680000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,501-1000 employees,300000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,201-500 employees,400000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,51-200 employees,520000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,11-50 employees,460000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,2-10 employees,260000
IND,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,Myself Only,50000
IND,Any Gender,Any Company Industry,35 to 54,Owner,Any Company Size,430000
IND,Any Gender,Any Company Industry,35 to 54,Owner,"10,001+ employees",9900
IND,Any Gender,Any Company Industry,35 to 54,Owner,"5001-10,000 employees",2800
IND,Any Gender,Any Company Industry,35 to 54,Owner,1001-5000 employees,7700
IND,Any Gender,Any Company Industry,35 to 54,Owner,501-1000 employees,5800
IND,Any Gender,Any Company Industry,35 to 54,Owner,201-500 employees,15000
IND,Any Gender,Any Company Industry,35 to 54,Owner,51-200 employees,33000
IND,Any Gender,Any Company Industry,35 to 54,Owner,11-50 employees,62000
IND,Any Gender,Any Company Industry,35 to 54,Owner,2-10 employees,62000
IND,Any Gender,Any Company Industry,35 to 54,Owner,Myself Only,5000
IND,Any Gender,Any Company Industry,35 to 54,Partner,Any Company Size,79000
IND,Any Gender,Any Company Industry,35 to 54,Partner,"10,001+ employees",3800
IND,Any Gender,Any Company Industry,35 to 54,Partner,"5001-10,000 employees",1100
IND,Any Gender,Any Company Industry,35 to 54,Partner,1001-5000 employees,2600
IND,Any Gender,Any Company Industry,35 to 54,Partner,501-1000 employees,2100
IND,Any Gender,Any Company Industry,35 to 54,Partner,201-500 employees,4400
IND,Any Gender,Any Company Industry,35 to 54,Partner,51-200 employees,8500
IND,Any Gender,Any Company Industry,35 to 54,Partner,11-50 employees,14000
IND,Any Gender,Any Company Industry,35 to 54,Partner,2-10 employees,11000
IND,Any Gender,Any Company Industry,35 to 54,Partner,Myself Only,710
IND,Any Gender,Any Company Industry,35 to 54,CXO,Any Company Size,150000
IND,Any Gender,Any Company Industry,35 to 54,CXO,"10,001+ employees",10000
IND,Any Gender,Any Company Industry,35 to 54,CXO,"5001-10,000 employees",3200
IND,Any Gender,Any Company Industry,35 to 54,CXO,1001-5000 employees,8200
IND,Any Gender,Any Company Industry,35 to 54,CXO,501-1000 employees,5300
IND,Any Gender,Any Company Industry,35 to 54,CXO,201-500 employees,9600
IND,Any Gender,Any Company Industry,35 to 54,CXO,51-200 employees,18000
IND,Any Gender,Any Company Industry,35 to 54,CXO,11-50 employees,28000
IND,Any Gender,Any Company Industry,35 to 54,CXO,2-10 employees,19000
IND,Any Gender,Any Company Industry,35 to 54,CXO,Myself Only,1200
IND,Any Gender,Any Company Industry,35 to 54,VP,Any Company Size,350000
IND,Any Gender,Any Company Industry,35 to 54,VP,"10,001+ employees",77000
IND,Any Gender,Any Company Industry,35 to 54,VP,"5001-10,000 employees",17000
IND,Any Gender,Any Company Industry,35 to 54,VP,1001-5000 employees,37000
IND,Any Gender,Any Company Industry,35 to 54,VP,501-1000 employees,18000
IND,Any Gender,Any Company Industry,35 to 54,VP,201-500 employees,24000
IND,Any Gender,Any Company Industry,35 to 54,VP,51-200 employees,33000
IND,Any Gender,Any Company Industry,35 to 54,VP,11-50 employees,34000
IND,Any Gender,Any Company Industry,35 to 54,VP,2-10 employees,18000
IND,Any Gender,Any Company Industry,35 to 54,VP,Myself Only,2300
IND,Any Gender,Any Company Industry,35 to 54,Director,Any Company Size,550000
IND,Any Gender,Any Company Industry,35 to 54,Director,"10,001+ employees",110000
IND,Any Gender,Any Company Industry,35 to 54,Director,"5001-10,000 employees",25000
IND,Any Gender,Any Company Industry,35 to 54,Director,1001-5000 employees,52000
IND,Any Gender,Any Company Industry,35 to 54,Director,501-1000 employees,26000
IND,Any Gender,Any Company Industry,35 to 54,Director,201-500 employees,37000
IND,Any Gender,Any Company Industry,35 to 54,Director,51-200 employees,54000
IND,Any Gender,Any Company Industry,35 to 54,Director,11-50 employees,60000
IND,Any Gender,Any Company Industry,35 to 54,Director,2-10 employees,36000
IND,Any Gender,Any Company Industry,35 to 54,Director,Myself Only,3700
IND,Any Gender,Any Company Industry,35 to 54,Manager,Any Company Size,960000
IND,Any Gender,Any Company Industry,35 to 54,Manager,"10,001+ employees",340000
IND,Any Gender,Any Company Industry,35 to 54,Manager,"5001-10,000 employees",68000
IND,Any Gender,Any Company Industry,35 to 54,Manager,1001-5000 employees,130000
IND,Any Gender,Any Company Industry,35 to 54,Manager,501-1000 employees,55000
IND,Any Gender,Any Company Industry,35 to 54,Manager,201-500 employees,62000
IND,Any Gender,Any Company Industry,35 to 54,Manager,51-200 employees,71000
IND,Any Gender,Any Company Industry,35 to 54,Manager,11-50 employees,49000
IND,Any Gender,Any Company Industry,35 to 54,Manager,2-10 employees,24000
IND,Any Gender,Any Company Industry,35 to 54,Manager,Myself Only,5300
IND,Any Gender,Any Company Industry,35 to 54,Senior,Any Company Size,2500000
IND,Any Gender,Any Company Industry,35 to 54,Senior,"10,001+ employees",850000
IND,Any Gender,Any Company Industry,35 to 54,Senior,"5001-10,000 employees",140000
IND,Any Gender,Any Company Industry,35 to 54,Senior,1001-5000 employees,280000
IND,Any Gender,Any Company Industry,35 to 54,Senior,501-1000 employees,130000
IND,Any Gender,Any Company Industry,35 to 54,Senior,201-500 employees,160000
IND,Any Gender,Any Company Industry,35 to 54,Senior,51-200 employees,190000
IND,Any Gender,Any Company Industry,35 to 54,Senior,11-50 employees,140000
IND,Any Gender,Any Company Industry,35 to 54,Senior,2-10 employees,65000
IND,Any Gender,Any Company Industry,35 to 54,Senior,Myself Only,17000
IND,Any Gender,Any Company Industry,35 to 54,Entry,Any Company Size,1600000
IND,Any Gender,Any Company Industry,35 to 54,Entry,"10,001+ employees",450000
IND,Any Gender,Any Company Industry,35 to 54,Entry,"5001-10,000 employees",69000
IND,Any Gender,Any Company Industry,35 to 54,Entry,1001-5000 employees,140000
IND,Any Gender,Any Company Industry,35 to 54,Entry,501-1000 employees,63000
IND,Any Gender,Any Company Industry,35 to 54,Entry,201-500 employees,88000
IND,Any Gender,Any Company Industry,35 to 54,Entry,51-200 employees,120000
IND,Any Gender,Any Company Industry,35 to 54,Entry,11-50 employees,98000
IND,Any Gender,Any Company Industry,35 to 54,Entry,2-10 employees,51000
IND,Any Gender,Any Company Industry,35 to 54,Entry,Myself Only,14000
IND,Any Gender,Any Company Industry,35 to 54,Training,Any Company Size,80000
IND,Any Gender,Any Company Industry,35 to 54,Training,"10,001+ employees",14000
IND,Any Gender,Any Company Industry,35 to 54,Training,"5001-10,000 employees",3100
IND,Any Gender,Any Company Industry,35 to 54,Training,1001-5000 employees,8100
IND,Any Gender,Any Company Industry,35 to 54,Training,501-1000 employees,4200
IND,Any Gender,Any Company Industry,35 to 54,Training,201-500 employees,5200
IND,Any Gender,Any Company Industry,35 to 54,Training,51-200 employees,6800
IND,Any Gender,Any Company Industry,35 to 54,Training,11-50 employees,5800
IND,Any Gender,Any Company Industry,35 to 54,Training,2-10 employees,3300
IND,Any Gender,Any Company Industry,35 to 54,Training,Myself Only,670
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,Any Company Size,14000
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,"10,001+ employees",1600
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,"5001-10,000 employees",0
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,1001-5000 employees,320
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,501-1000 employees,0
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,201-500 employees,340
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,51-200 employees,570
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,11-50 employees,470
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,2-10 employees,550
IND,Any Gender,Any Company Industry,35 to 54,Unpaid,Myself Only,430
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Any Company Size,47000000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"10,001+ employees",5100000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"5001-10,000 employees",930000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,1001-5000 employees,2000000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,501-1000 employees,1000000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,201-500 employees,1300000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,51-200 employees,1900000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,11-50 employees,1900000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,2-10 employees,1300000
IND,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Myself Only,290000
IND,Any Gender,Any Company Industry,25 to 34,Owner,Any Company Size,1000000
IND,Any Gender,Any Company Industry,25 to 34,Owner,"10,001+ employees",22000
IND,Any Gender,Any Company Industry,25 to 34,Owner,"5001-10,000 employees",4700
IND,Any Gender,Any Company Industry,25 to 34,Owner,1001-5000 employees,13000
